NOK_per_kWh,EUR_per_kWh,EXR,time_start,time_end
0.01531,0.00149,10.2763,2022-07-17T05:00:00+02:00,2022-07-17T06:00:00+02:00
0.01552,0.00151,10.2763,2022-07-17T06:00:00+02:00,2022-07-17T07:00:00+02:00
0.01593,0.00155,10.2763,2022-07-17T07:00:00+02:00,2022-07-17T08:00:00+02:00
0.0186,0.00181,10.2763,2022-07-17T08:00:00+02:00,2022-07-17T09:00:00+02:00
0.02035,0.00198,10.2763,2022-07-17T09:00:00+02:00,2022-07-17T10:00:00+02:00
0.02055,0.002,10.2763,2022-07-17T10:00:00+02:00,2022-07-17T11:00:00+02:00
0.02014,0.00196,10.2763,2022-07-17T11:00:00+02:00,2022-07-17T12:00:00+02:00
0.01983,0.00193,10.2763,2022-07-17T12:00:00+02:00,2022-07-17T13:00:00+02:00
0.01952,0.0019,10.2763,2022-07-17T13:00:00+02:00,2022-07-17T14:00:00+02:00
0.01922,0.00187,10.2763,2022-07-17T14:00:00+02:00,2022-07-17T15:00:00+02:00
0.01881,0.00183,10.2763,2022-07-17T15:00:00+02:00,2022-07-17T16:00:00+02:00
0.01809,0.00176,10.2763,2022-07-17T16:00:00+02:00,2022-07-17T17:00:00+02:00
0.0185,0.0018,10.2763,2022-07-17T17:00:00+02:00,2022-07-17T18:00:00+02:00
0.01881,0.00183,10.2763,2022-07-17T18:00:00+02:00,2022-07-17T19:00:00+02:00
0.01901,0.00185,10.2763,2022-07-17T19:00:00+02:00,2022-07-17T20:00:00+02:00
0.01891,0.00184,10.2763,2022-07-17T20:00:00+02:00,2022-07-17T21:00:00+02:00
0.0187,0.00182,10.2763,2022-07-17T21:00:00+02:00,2022-07-17T22:00:00+02:00
0.0186,0.00181,10.2763,2022-07-17T22:00:00+02:00,2022-07-17T23:00:00+02:00
0.0186,0.00181,10.2763,2022-07-17T23:00:00+02:00,2022-07-18T00:00:00+02:00
0.01795,0.00175,10.2553,2022-07-18T00:00:00+02:00,2022-07-18T01:00:00+02:00
0.01784,0.00174,10.2553,2022-07-18T01:00:00+02:00,2022-07-18T02:00:00+02:00
0.01774,0.00173,10.2553,2022-07-18T02:00:00+02:00,2022-07-18T03:00:00+02:00
0.01784,0.00174,10.2553,2022-07-18T03:00:00+02:00,2022-07-18T04:00:00+02:00
0.01795,0.00175,10.2553,2022-07-18T04:00:00+02:00,2022-07-18T05:00:00+02:00
0.01815,0.00177,10.2553,2022-07-18T05:00:00+02:00,2022-07-18T06:00:00+02:00
0.01825,0.00178,10.2553,2022-07-18T06:00:00+02:00,2022-07-18T07:00:00+02:00
0.01928,0.00188,10.2553,2022-07-18T07:00:00+02:00,2022-07-18T08:00:00+02:00
0.02092,0.00204,10.2553,2022-07-18T08:00:00+02:00,2022-07-18T09:00:00+02:00
0.02113,0.00206,10.2553,2022-07-18T09:00:00+02:00,2022-07-18T10:00:00+02:00
0.02082,0.00203,10.2553,2022-07-18T10:00:00+02:00,2022-07-18T11:00:00+02:00
0.0201,0.00196,10.2553,2022-07-18T11:00:00+02:00,2022-07-18T12:00:00+02:00
0.01949,0.0019,10.2553,2022-07-18T12:00:00+02:00,2022-07-18T13:00:00+02:00
0.01928,0.00188,10.2553,2022-07-18T13:00:00+02:00,2022-07-18T14:00:00+02:00
0.01856,0.00181,10.2553,2022-07-18T14:00:00+02:00,2022-07-18T15:00:00+02:00
0.01836,0.00179,10.2553,2022-07-18T15:00:00+02:00,2022-07-18T16:00:00+02:00
0.01825,0.00178,10.2553,2022-07-18T16:00:00+02:00,2022-07-18T17:00:00+02:00
0.01805,0.00176,10.2553,2022-07-18T17:00:00+02:00,2022-07-18T18:00:00+02:00
0.01805,0.00176,10.2553,2022-07-18T18:00:00+02:00,2022-07-18T19:00:00+02:00
0.01784,0.00174,10.2553,2022-07-18T19:00:00+02:00,2022-07-18T20:00:00+02:00
0.01774,0.00173,10.2553,2022-07-18T20:00:00+02:00,2022-07-18T21:00:00+02:00
0.01774,0.00173,10.2553,2022-07-18T21:00:00+02:00,2022-07-18T22:00:00+02:00
0.01764,0.00172,10.2553,2022-07-18T22:00:00+02:00,2022-07-18T23:00:00+02:00
0.01754,0.00171,10.2553,2022-07-18T23:00:00+02:00,2022-07-19T00:00:00+02:00
0.02005,0.00197,10.176,2022-07-19T00:00:00+02:00,2022-07-19T01:00:00+02:00
0.01994,0.00196,10.176,2022-07-19T01:00:00+02:00,2022-07-19T02:00:00+02:00
0.02015,0.00198,10.176,2022-07-19T02:00:00+02:00,2022-07-19T03:00:00+02:00
0.02035,0.002,10.176,2022-07-19T03:00:00+02:00,2022-07-19T04:00:00+02:00
0.02056,0.00202,10.176,2022-07-19T04:00:00+02:00,2022-07-19T05:00:00+02:00
0.02096,0.00206,10.176,2022-07-19T05:00:00+02:00,2022-07-19T06:00:00+02:00
0.02229,0.00219,10.176,2022-07-19T06:00:00+02:00,2022-07-19T07:00:00+02:00
0.02534,0.00249,10.176,2022-07-19T07:00:00+02:00,2022-07-19T08:00:00+02:00
0.02758,0.00271,10.176,2022-07-19T08:00:00+02:00,2022-07-19T09:00:00+02:00
0.02829,0.00278,10.176,2022-07-19T09:00:00+02:00,2022-07-19T10:00:00+02:00
0.02982,0.00293,10.176,2022-07-19T10:00:00+02:00,2022-07-19T11:00:00+02:00
0.03368,0.00331,10.176,2022-07-19T11:00:00+02:00,2022-07-19T12:00:00+02:00
0.03775,0.00371,10.176,2022-07-19T12:00:00+02:00,2022-07-19T13:00:00+02:00
0.03531,0.00347,10.176,2022-07-19T13:00:00+02:00,2022-07-19T14:00:00+02:00
0.03043,0.00299,10.176,2022-07-19T14:00:00+02:00,2022-07-19T15:00:00+02:00
0.03429,0.00337,10.176,2022-07-19T15:00:00+02:00,2022-07-19T16:00:00+02:00
0.03022,0.00297,10.176,2022-07-19T16:00:00+02:00,2022-07-19T17:00:00+02:00
0.02839,0.00279,10.176,2022-07-19T17:00:00+02:00,2022-07-19T18:00:00+02:00
0.02798,0.00275,10.176,2022-07-19T18:00:00+02:00,2022-07-19T19:00:00+02:00
0.02737,0.00269,10.176,2022-07-19T19:00:00+02:00,2022-07-19T20:00:00+02:00
0.02513,0.00247,10.176,2022-07-19T20:00:00+02:00,2022-07-19T21:00:00+02:00
0.023,0.00226,10.176,2022-07-19T21:00:00+02:00,2022-07-19T22:00:00+02:00
0.02117,0.00208,10.176,2022-07-19T22:00:00+02:00,2022-07-19T23:00:00+02:00
0.02045,0.00201,10.176,2022-07-19T23:00:00+02:00,2022-07-20T00:00:00+02:00
0.02047,0.00202,10.1323,2022-07-20T00:00:00+02:00,2022-07-20T01:00:00+02:00
0.01945,0.00192,10.1323,2022-07-20T01:00:00+02:00,2022-07-20T02:00:00+02:00
0.01662,0.00164,10.1323,2022-07-20T02:00:00+02:00,2022-07-20T03:00:00+02:00
0.0156,0.00154,10.1323,2022-07-20T03:00:00+02:00,2022-07-20T04:00:00+02:00
0.0152,0.0015,10.1323,2022-07-20T04:00:00+02:00,2022-07-20T05:00:00+02:00
0.0152,0.0015,10.1323,2022-07-20T05:00:00+02:00,2022-07-20T06:00:00+02:00
0.0155,0.00153,10.1323,2022-07-20T06:00:00+02:00,2022-07-20T07:00:00+02:00
0.01722,0.0017,10.1323,2022-07-20T07:00:00+02:00,2022-07-20T08:00:00+02:00
0.02016,0.00199,10.1323,2022-07-20T08:00:00+02:00,2022-07-20T09:00:00+02:00
0.02118,0.00209,10.1323,2022-07-20T09:00:00+02:00,2022-07-20T10:00:00+02:00
0.02189,0.00216,10.1323,2022-07-20T10:00:00+02:00,2022-07-20T11:00:00+02:00
0.0229,0.00226,10.1323,2022-07-20T11:00:00+02:00,2022-07-20T12:00:00+02:00
0.02361,0.00233,10.1323,2022-07-20T12:00:00+02:00,2022-07-20T13:00:00+02:00
0.02381,0.00235,10.1323,2022-07-20T13:00:00+02:00,2022-07-20T14:00:00+02:00
0.02391,0.00236,10.1323,2022-07-20T14:00:00+02:00,2022-07-20T15:00:00+02:00
0.02391,0.00236,10.1323,2022-07-20T15:00:00+02:00,2022-07-20T16:00:00+02:00
0.02401,0.00237,10.1323,2022-07-20T16:00:00+02:00,2022-07-20T17:00:00+02:00
0.02482,0.00245,10.1323,2022-07-20T17:00:00+02:00,2022-07-20T18:00:00+02:00
0.02462,0.00243,10.1323,2022-07-20T18:00:00+02:00,2022-07-20T19:00:00+02:00
0.02432,0.0024,10.1323,2022-07-20T19:00:00+02:00,2022-07-20T20:00:00+02:00
0.02543,0.00251,10.1323,2022-07-20T20:00:00+02:00,2022-07-20T21:00:00+02:00
0.02462,0.00243,10.1323,2022-07-20T21:00:00+02:00,2022-07-20T22:00:00+02:00
0.02401,0.00237,10.1323,2022-07-20T22:00:00+02:00,2022-07-20T23:00:00+02:00
0.02371,0.00234,10.1323,2022-07-20T23:00:00+02:00,2022-07-21T00:00:00+02:00
0.02523,0.00248,10.175,2022-07-21T00:00:00+02:00,2022-07-21T01:00:00+02:00
0.02513,0.00247,10.175,2022-07-21T01:00:00+02:00,2022-07-21T02:00:00+02:00
0.02493,0.00245,10.175,2022-07-21T02:00:00+02:00,2022-07-21T03:00:00+02:00
0.02483,0.00244,10.175,2022-07-21T03:00:00+02:00,2022-07-21T04:00:00+02:00
0.02473,0.00243,10.175,2022-07-21T04:00:00+02:00,2022-07-21T05:00:00+02:00
0.02473,0.00243,10.175,2022-07-21T05:00:00+02:00,2022-07-21T06:00:00+02:00
0.02493,0.00245,10.175,2022-07-21T06:00:00+02:00,2022-07-21T07:00:00+02:00
0.02523,0.00248,10.175,2022-07-21T07:00:00+02:00,2022-07-21T08:00:00+02:00
0.02595,0.00255,10.175,2022-07-21T08:00:00+02:00,2022-07-21T09:00:00+02:00
0.02584,0.00254,10.175,2022-07-21T09:00:00+02:00,2022-07-21T10:00:00+02:00
0.02574,0.00253,10.175,2022-07-21T10:00:00+02:00,2022-07-21T11:00:00+02:00
0.02564,0.00252,10.175,2022-07-21T11:00:00+02:00,2022-07-21T12:00:00+02:00
0.02523,0.00248,10.175,2022-07-21T12:00:00+02:00,2022-07-21T13:00:00+02:00
0.02513,0.00247,10.175,2022-07-21T13:00:00+02:00,2022-07-21T14:00:00+02:00
0.02493,0.00245,10.175,2022-07-21T14:00:00+02:00,2022-07-21T15:00:00+02:00
0.02493,0.00245,10.175,2022-07-21T15:00:00+02:00,2022-07-21T16:00:00+02:00
0.02483,0.00244,10.175,2022-07-21T16:00:00+02:00,2022-07-21T17:00:00+02:00
0.02462,0.00242,10.175,2022-07-21T17:00:00+02:00,2022-07-21T18:00:00+02:00
0.02452,0.00241,10.175,2022-07-21T18:00:00+02:00,2022-07-21T19:00:00+02:00
0.02422,0.00238,10.175,2022-07-21T19:00:00+02:00,2022-07-21T20:00:00+02:00
0.02381,0.00234,10.175,2022-07-21T20:00:00+02:00,2022-07-21T21:00:00+02:00
0.0232,0.00228,10.175,2022-07-21T21:00:00+02:00,2022-07-21T22:00:00+02:00
0.02259,0.00222,10.175,2022-07-21T22:00:00+02:00,2022-07-21T23:00:00+02:00
0.02198,0.00216,10.175,2022-07-21T23:00:00+02:00,2022-07-22T00:00:00+02:00
0.01959,0.00193,10.1498,2022-07-22T00:00:00+02:00,2022-07-22T01:00:00+02:00
0.01583,0.00156,10.1498,2022-07-22T01:00:00+02:00,2022-07-22T02:00:00+02:00
0.01512,0.00149,10.1498,2022-07-22T02:00:00+02:00,2022-07-22T03:00:00+02:00
0.01512,0.00149,10.1498,2022-07-22T03:00:00+02:00,2022-07-22T04:00:00+02:00
0.01512,0.00149,10.1498,2022-07-22T04:00:00+02:00,2022-07-22T05:00:00+02:00
0.01543,0.00152,10.1498,2022-07-22T05:00:00+02:00,2022-07-22T06:00:00+02:00
0.01522,0.0015,10.1498,2022-07-22T06:00:00+02:00,2022-07-22T07:00:00+02:00
0.01989,0.00196,10.1498,2022-07-22T07:00:00+02:00,2022-07-22T08:00:00+02:00
0.02101,0.00207,10.1498,2022-07-22T08:00:00+02:00,2022-07-22T09:00:00+02:00
0.02162,0.00213,10.1498,2022-07-22T09:00:00+02:00,2022-07-22T10:00:00+02:00
0.02182,0.00215,10.1498,2022-07-22T10:00:00+02:00,2022-07-22T11:00:00+02:00
0.02182,0.00215,10.1498,2022-07-22T11:00:00+02:00,2022-07-22T12:00:00+02:00
0.02182,0.00215,10.1498,2022-07-22T12:00:00+02:00,2022-07-22T13:00:00+02:00
0.02172,0.00214,10.1498,2022-07-22T13:00:00+02:00,2022-07-22T14:00:00+02:00
0.02172,0.00214,10.1498,2022-07-22T14:00:00+02:00,2022-07-22T15:00:00+02:00
0.02162,0.00213,10.1498,2022-07-22T15:00:00+02:00,2022-07-22T16:00:00+02:00
0.02152,0.00212,10.1498,2022-07-22T16:00:00+02:00,2022-07-22T17:00:00+02:00
0.02142,0.00211,10.1498,2022-07-22T17:00:00+02:00,2022-07-22T18:00:00+02:00
0.02131,0.0021,10.1498,2022-07-22T18:00:00+02:00,2022-07-22T19:00:00+02:00
0.02121,0.00209,10.1498,2022-07-22T19:00:00+02:00,2022-07-22T20:00:00+02:00
0.02101,0.00207,10.1498,2022-07-22T20:00:00+02:00,2022-07-22T21:00:00+02:00
0.02081,0.00205,10.1498,2022-07-22T21:00:00+02:00,2022-07-22T22:00:00+02:00
0.02162,0.00213,10.1498,2022-07-22T22:00:00+02:00,2022-07-22T23:00:00+02:00
0.02152,0.00212,10.1498,2022-07-22T23:00:00+02:00,2022-07-23T00:00:00+02:00
0.01797,0.00177,10.1498,2022-07-23T00:00:00+02:00,2022-07-23T01:00:00+02:00
0.01776,0.00175,10.1498,2022-07-23T01:00:00+02:00,2022-07-23T02:00:00+02:00
0.01756,0.00173,10.1498,2022-07-23T02:00:00+02:00,2022-07-23T03:00:00+02:00
0.01746,0.00172,10.1498,2022-07-23T03:00:00+02:00,2022-07-23T04:00:00+02:00
0.01736,0.00171,10.1498,2022-07-23T04:00:00+02:00,2022-07-23T05:00:00+02:00
0.01746,0.00172,10.1498,2022-07-23T05:00:00+02:00,2022-07-23T06:00:00+02:00
0.01756,0.00173,10.1498,2022-07-23T06:00:00+02:00,2022-07-23T07:00:00+02:00
0.01776,0.00175,10.1498,2022-07-23T07:00:00+02:00,2022-07-23T08:00:00+02:00
0.01807,0.00178,10.1498,2022-07-23T08:00:00+02:00,2022-07-23T09:00:00+02:00
0.01898,0.00187,10.1498,2022-07-23T09:00:00+02:00,2022-07-23T10:00:00+02:00
0.01959,0.00193,10.1498,2022-07-23T10:00:00+02:00,2022-07-23T11:00:00+02:00
0.01949,0.00192,10.1498,2022-07-23T11:00:00+02:00,2022-07-23T12:00:00+02:00
0.01918,0.00189,10.1498,2022-07-23T12:00:00+02:00,2022-07-23T13:00:00+02:00
0.01878,0.00185,10.1498,2022-07-23T13:00:00+02:00,2022-07-23T14:00:00+02:00
0.01827,0.0018,10.1498,2022-07-23T14:00:00+02:00,2022-07-23T15:00:00+02:00
0.01817,0.00179,10.1498,2022-07-23T15:00:00+02:00,2022-07-23T16:00:00+02:00
0.01817,0.00179,10.1498,2022-07-23T16:00:00+02:00,2022-07-23T17:00:00+02:00
0.01817,0.00179,10.1498,2022-07-23T17:00:00+02:00,2022-07-23T18:00:00+02:00
0.01847,0.00182,10.1498,2022-07-23T18:00:00+02:00,2022-07-23T19:00:00+02:00
0.01888,0.00186,10.1498,2022-07-23T19:00:00+02:00,2022-07-23T20:00:00+02:00
0.01908,0.00188,10.1498,2022-07-23T20:00:00+02:00,2022-07-23T21:00:00+02:00
0.01918,0.00189,10.1498,2022-07-23T21:00:00+02:00,2022-07-23T22:00:00+02:00
0.01908,0.00188,10.1498,2022-07-23T22:00:00+02:00,2022-07-23T23:00:00+02:00
0.01928,0.0019,10.1498,2022-07-23T23:00:00+02:00,2022-07-24T00:00:00+02:00
0.01847,0.00182,10.1498,2022-07-24T00:00:00+02:00,2022-07-24T01:00:00+02:00
0.01725,0.0017,10.1498,2022-07-24T01:00:00+02:00,2022-07-24T02:00:00+02:00
0.01705,0.00168,10.1498,2022-07-24T02:00:00+02:00,2022-07-24T03:00:00+02:00
0.01715,0.00169,10.1498,2022-07-24T03:00:00+02:00,2022-07-24T04:00:00+02:00
0.01725,0.0017,10.1498,2022-07-24T04:00:00+02:00,2022-07-24T05:00:00+02:00
0.01837,0.00181,10.1498,2022-07-24T05:00:00+02:00,2022-07-24T06:00:00+02:00
0.01847,0.00182,10.1498,2022-07-24T06:00:00+02:00,2022-07-24T07:00:00+02:00
0.01857,0.00183,10.1498,2022-07-24T07:00:00+02:00,2022-07-24T08:00:00+02:00
0.01918,0.00189,10.1498,2022-07-24T08:00:00+02:00,2022-07-24T09:00:00+02:00
0.0202,0.00199,10.1498,2022-07-24T09:00:00+02:00,2022-07-24T10:00:00+02:00
0.0206,0.00203,10.1498,2022-07-24T10:00:00+02:00,2022-07-24T11:00:00+02:00
0.02081,0.00205,10.1498,2022-07-24T11:00:00+02:00,2022-07-24T12:00:00+02:00
0.0204,0.00201,10.1498,2022-07-24T12:00:00+02:00,2022-07-24T13:00:00+02:00
0.0202,0.00199,10.1498,2022-07-24T13:00:00+02:00,2022-07-24T14:00:00+02:00
0.01969,0.00194,10.1498,2022-07-24T14:00:00+02:00,2022-07-24T15:00:00+02:00
0.01949,0.00192,10.1498,2022-07-24T15:00:00+02:00,2022-07-24T16:00:00+02:00
0.01878,0.00185,10.1498,2022-07-24T16:00:00+02:00,2022-07-24T17:00:00+02:00
0.01847,0.00182,10.1498,2022-07-24T17:00:00+02:00,2022-07-24T18:00:00+02:00
0.01908,0.00188,10.1498,2022-07-24T18:00:00+02:00,2022-07-24T19:00:00+02:00
0.01837,0.00181,10.1498,2022-07-24T19:00:00+02:00,2022-07-24T20:00:00+02:00
0.01715,0.00169,10.1498,2022-07-24T20:00:00+02:00,2022-07-24T21:00:00+02:00
0.01654,0.00163,10.1498,2022-07-24T21:00:00+02:00,2022-07-24T22:00:00+02:00
0.01522,0.0015,10.1498,2022-07-24T22:00:00+02:00,2022-07-24T23:00:00+02:00
0.01522,0.0015,10.1498,2022-07-24T23:00:00+02:00,2022-07-25T00:00:00+02:00
0.01641,0.00163,10.0704,2022-07-25T00:00:00+02:00,2022-07-25T01:00:00+02:00
0.01571,0.00156,10.0704,2022-07-25T01:00:00+02:00,2022-07-25T02:00:00+02:00
0.01571,0.00156,10.0704,2022-07-25T02:00:00+02:00,2022-07-25T03:00:00+02:00
0.01611,0.0016,10.0704,2022-07-25T03:00:00+02:00,2022-07-25T04:00:00+02:00
0.01641,0.00163,10.0704,2022-07-25T04:00:00+02:00,2022-07-25T05:00:00+02:00
0.01702,0.00169,10.0704,2022-07-25T05:00:00+02:00,2022-07-25T06:00:00+02:00
0.01873,0.00186,10.0704,2022-07-25T06:00:00+02:00,2022-07-25T07:00:00+02:00
0.01964,0.00195,10.0704,2022-07-25T07:00:00+02:00,2022-07-25T08:00:00+02:00
0.02729,0.00271,10.0704,2022-07-25T08:00:00+02:00,2022-07-25T09:00:00+02:00
0.0284,0.00282,10.0704,2022-07-25T09:00:00+02:00,2022-07-25T10:00:00+02:00
0.02699,0.00268,10.0704,2022-07-25T10:00:00+02:00,2022-07-25T11:00:00+02:00
0.02689,0.00267,10.0704,2022-07-25T11:00:00+02:00,2022-07-25T12:00:00+02:00
0.02608,0.00259,10.0704,2022-07-25T12:00:00+02:00,2022-07-25T13:00:00+02:00
0.02779,0.00276,10.0704,2022-07-25T13:00:00+02:00,2022-07-25T14:00:00+02:00
0.0285,0.00283,10.0704,2022-07-25T14:00:00+02:00,2022-07-25T15:00:00+02:00
0.0293,0.00291,10.0704,2022-07-25T15:00:00+02:00,2022-07-25T16:00:00+02:00
0.02749,0.00273,10.0704,2022-07-25T16:00:00+02:00,2022-07-25T17:00:00+02:00
0.02346,0.00233,10.0704,2022-07-25T17:00:00+02:00,2022-07-25T18:00:00+02:00
0.02246,0.00223,10.0704,2022-07-25T18:00:00+02:00,2022-07-25T19:00:00+02:00
0.02256,0.00224,10.0704,2022-07-25T19:00:00+02:00,2022-07-25T20:00:00+02:00
0.02185,0.00217,10.0704,2022-07-25T20:00:00+02:00,2022-07-25T21:00:00+02:00
0.02095,0.00208,10.0704,2022-07-25T21:00:00+02:00,2022-07-25T22:00:00+02:00
0.02014,0.002,10.0704,2022-07-25T22:00:00+02:00,2022-07-25T23:00:00+02:00
0.01883,0.00187,10.0704,2022-07-25T23:00:00+02:00,2022-07-26T00:00:00+02:00
0.01882,0.00188,10.0105,2022-07-26T00:00:00+02:00,2022-07-26T01:00:00+02:00
0.01772,0.00177,10.0105,2022-07-26T01:00:00+02:00,2022-07-26T02:00:00+02:00
0.01572,0.00157,10.0105,2022-07-26T02:00:00+02:00,2022-07-26T03:00:00+02:00
0.01512,0.00151,10.0105,2022-07-26T03:00:00+02:00,2022-07-26T04:00:00+02:00
0.01532,0.00153,10.0105,2022-07-26T04:00:00+02:00,2022-07-26T05:00:00+02:00
0.01772,0.00177,10.0105,2022-07-26T05:00:00+02:00,2022-07-26T06:00:00+02:00
0.01902,0.0019,10.0105,2022-07-26T06:00:00+02:00,2022-07-26T07:00:00+02:00
0.01942,0.00194,10.0105,2022-07-26T07:00:00+02:00,2022-07-26T08:00:00+02:00
0.01972,0.00197,10.0105,2022-07-26T08:00:00+02:00,2022-07-26T09:00:00+02:00
0.01982,0.00198,10.0105,2022-07-26T09:00:00+02:00,2022-07-26T10:00:00+02:00
0.01982,0.00198,10.0105,2022-07-26T10:00:00+02:00,2022-07-26T11:00:00+02:00
0.01952,0.00195,10.0105,2022-07-26T11:00:00+02:00,2022-07-26T12:00:00+02:00
0.01982,0.00198,10.0105,2022-07-26T12:00:00+02:00,2022-07-26T13:00:00+02:00
0.01962,0.00196,10.0105,2022-07-26T13:00:00+02:00,2022-07-26T14:00:00+02:00
0.01932,0.00193,10.0105,2022-07-26T14:00:00+02:00,2022-07-26T15:00:00+02:00
0.01862,0.00186,10.0105,2022-07-26T15:00:00+02:00,2022-07-26T16:00:00+02:00
0.01752,0.00175,10.0105,2022-07-26T16:00:00+02:00,2022-07-26T17:00:00+02:00
0.01572,0.00157,10.0105,2022-07-26T17:00:00+02:00,2022-07-26T18:00:00+02:00
0.01582,0.00158,10.0105,2022-07-26T18:00:00+02:00,2022-07-26T19:00:00+02:00
0.01582,0.00158,10.0105,2022-07-26T19:00:00+02:00,2022-07-26T20:00:00+02:00
0.01582,0.00158,10.0105,2022-07-26T20:00:00+02:00,2022-07-26T21:00:00+02:00
0.01582,0.00158,10.0105,2022-07-26T21:00:00+02:00,2022-07-26T22:00:00+02:00
0.01562,0.00156,10.0105,2022-07-26T22:00:00+02:00,2022-07-26T23:00:00+02:00
0.01542,0.00154,10.0105,2022-07-26T23:00:00+02:00,2022-07-27T00:00:00+02:00
0.01473,0.00148,9.9558,2022-07-27T00:00:00+02:00,2022-07-27T01:00:00+02:00
0.01434,0.00144,9.9558,2022-07-27T01:00:00+02:00,2022-07-27T02:00:00+02:00
0.01394,0.0014,9.9558,2022-07-27T02:00:00+02:00,2022-07-27T03:00:00+02:00
0.01324,0.00133,9.9558,2022-07-27T03:00:00+02:00,2022-07-27T04:00:00+02:00
0.01364,0.00137,9.9558,2022-07-27T04:00:00+02:00,2022-07-27T05:00:00+02:00
0.01444,0.00145,9.9558,2022-07-27T05:00:00+02:00,2022-07-27T06:00:00+02:00
0.01483,0.00149,9.9558,2022-07-27T06:00:00+02:00,2022-07-27T07:00:00+02:00
0.01583,0.00159,9.9558,2022-07-27T07:00:00+02:00,2022-07-27T08:00:00+02:00
0.01692,0.0017,9.9558,2022-07-27T08:00:00+02:00,2022-07-27T09:00:00+02:00
0.01732,0.00174,9.9558,2022-07-27T09:00:00+02:00,2022-07-27T10:00:00+02:00
0.01752,0.00176,9.9558,2022-07-27T10:00:00+02:00,2022-07-27T11:00:00+02:00
0.01732,0.00174,9.9558,2022-07-27T11:00:00+02:00,2022-07-27T12:00:00+02:00
0.01732,0.00174,9.9558,2022-07-27T12:00:00+02:00,2022-07-27T13:00:00+02:00
0.01742,0.00175,9.9558,2022-07-27T13:00:00+02:00,2022-07-27T14:00:00+02:00
0.01752,0.00176,9.9558,2022-07-27T14:00:00+02:00,2022-07-27T15:00:00+02:00
0.01772,0.00178,9.9558,2022-07-27T15:00:00+02:00,2022-07-27T16:00:00+02:00
0.01822,0.00183,9.9558,2022-07-27T16:00:00+02:00,2022-07-27T17:00:00+02:00
0.01842,0.00185,9.9558,2022-07-27T17:00:00+02:00,2022-07-27T18:00:00+02:00
0.01832,0.00184,9.9558,2022-07-27T18:00:00+02:00,2022-07-27T19:00:00+02:00
0.01862,0.00187,9.9558,2022-07-27T19:00:00+02:00,2022-07-27T20:00:00+02:00
0.01882,0.00189,9.9558,2022-07-27T20:00:00+02:00,2022-07-27T21:00:00+02:00
0.01892,0.0019,9.9558,2022-07-27T21:00:00+02:00,2022-07-27T22:00:00+02:00
0.01892,0.0019,9.9558,2022-07-27T22:00:00+02:00,2022-07-27T23:00:00+02:00
0.01862,0.00187,9.9558,2022-07-27T23:00:00+02:00,2022-07-28T00:00:00+02:00
0.01524,0.00154,9.8983,2022-07-28T00:00:00+02:00,2022-07-28T01:00:00+02:00
0.01524,0.00154,9.8983,2022-07-28T01:00:00+02:00,2022-07-28T02:00:00+02:00
0.01524,0.00154,9.8983,2022-07-28T02:00:00+02:00,2022-07-28T03:00:00+02:00
0.01534,0.00155,9.8983,2022-07-28T03:00:00+02:00,2022-07-28T04:00:00+02:00
0.01534,0.00155,9.8983,2022-07-28T04:00:00+02:00,2022-07-28T05:00:00+02:00
0.01544,0.00156,9.8983,2022-07-28T05:00:00+02:00,2022-07-28T06:00:00+02:00
0.01574,0.00159,9.8983,2022-07-28T06:00:00+02:00,2022-07-28T07:00:00+02:00
0.01653,0.00167,9.8983,2022-07-28T07:00:00+02:00,2022-07-28T08:00:00+02:00
0.01772,0.00179,9.8983,2022-07-28T08:00:00+02:00,2022-07-28T09:00:00+02:00
0.0199,0.00201,9.8983,2022-07-28T09:00:00+02:00,2022-07-28T10:00:00+02:00
0.02356,0.00238,9.8983,2022-07-28T10:00:00+02:00,2022-07-28T11:00:00+02:00
0.0198,0.002,9.8983,2022-07-28T11:00:00+02:00,2022-07-28T12:00:00+02:00
0.01891,0.00191,9.8983,2022-07-28T12:00:00+02:00,2022-07-28T13:00:00+02:00
0.0194,0.00196,9.8983,2022-07-28T13:00:00+02:00,2022-07-28T14:00:00+02:00
0.019,0.00192,9.8983,2022-07-28T14:00:00+02:00,2022-07-28T15:00:00+02:00
0.01831,0.00185,9.8983,2022-07-28T15:00:00+02:00,2022-07-28T16:00:00+02:00
0.01801,0.00182,9.8983,2022-07-28T16:00:00+02:00,2022-07-28T17:00:00+02:00
0.01782,0.0018,9.8983,2022-07-28T17:00:00+02:00,2022-07-28T18:00:00+02:00
0.01841,0.00186,9.8983,2022-07-28T18:00:00+02:00,2022-07-28T19:00:00+02:00
0.019,0.00192,9.8983,2022-07-28T19:00:00+02:00,2022-07-28T20:00:00+02:00
0.0191,0.00193,9.8983,2022-07-28T20:00:00+02:00,2022-07-28T21:00:00+02:00
0.01861,0.00188,9.8983,2022-07-28T21:00:00+02:00,2022-07-28T22:00:00+02:00
0.01762,0.00178,9.8983,2022-07-28T22:00:00+02:00,2022-07-28T23:00:00+02:00
0.01712,0.00173,9.8983,2022-07-28T23:00:00+02:00,2022-07-29T00:00:00+02:00
0.01798,0.00182,9.8773,2022-07-29T00:00:00+02:00,2022-07-29T01:00:00+02:00
0.01679,0.0017,9.8773,2022-07-29T01:00:00+02:00,2022-07-29T02:00:00+02:00
0.0165,0.00167,9.8773,2022-07-29T02:00:00+02:00,2022-07-29T03:00:00+02:00
